Student Tag,Enrollment Term,Subject,Entry Teacher Tag,Exit Teacher Tag,Q1 (Before),Q1 (After),Q1 (Change),Q2 (Before),Q2 (After),Q2 (Change),Q3 (Before),Q3 (After),Q3 (Change),Q4 (Before),Q4 (After),Q4 (Change),Q5 (Before),Q5 (After),Q5 (Change),Q6 (Before),Q6 (After),Q6( Change),Q7 (Before),Q7 (After),Q7 (Change),Q8 (Before),Q8 (After),Q8 (Change),Q9 (Before),Q9 (After),Q9 (Change),Q10 (Before),Q10 (After),Q10 (Change),Q11 (Before),Q11 (After),Q11 (Change),Q12 (Before),Q12 (After),Q12 (Change),Q13 (Before),Q13 (After),Q13 (Change),Q14 (Before),Q14 (After),Q14 (Change),Q15 (Before),Q15 (After),Q15 (Change),Q16 (Before),Q16 (After),Q16 (Change),Q17 (Before),Q17 (After),Q17 (Change),Q18 (Assigned Text Read Completely),Q19 (Chinese Translation),Q20 (Time/RJ),Q21 (Time/reading),Q22 (% Lecture),Q23 (% tutorial participation),Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Sex,"Phy (1: normal, 2:mainland)","Chem(1: normal, 2:mainland)","Bio(1: normal, 2:mainland)",Com Sci,Inter Sci,Eng Lit,Chin Lit,"History(1: normal, 2:mainland)",Chin History,Ethics & RS,Music,Visual Art,Econ,"Geog(1: normal, 2:mainland)",Politics_Mainland,Language,English Proficiency,Year of Study,Faculty,Term GPA,Grade,cGPA (After),cGPA (Before),First GEF?,"ScienceSubject (Phy,Chem,Bio,InterSci,CombSci)","HumanitiesSub (ChinHist, Hist, ChinLit, EngLit, RS, Politics)",Micro-modules,Micro-modules_No_a,Micro-modules_No_b,Micro-modules_No_c,Micro-modules_No_d,Micro-modules_No_e,Micro-modules_No_f,Micro-modules_No_g
373,1617T1,UNFN,11,11,4,4,0,4,4,0,4,5,1,4,4,0,3,4,1,2,4,2,4,5,1,4,4,0,4,3,-1,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4 to 5,6 to 7,3 to <6,3 to <4,41-60%,61-80%,4,3,4,4,3,4,4,4,4,4,4,4,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,3,EDU,2.31,C,2.48,2.52,No,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
374,1617T1,UNFN,10,10,5,5,0,5,5,0,5,4,-1,4,4,0,2,3,1,4,5,1,5,6,1,5,6,1,2,4,2,2,5,3,2,5,3,2,5,3,1,5,4,5,6,1,4,5,1,5,5,0,4,4,0,6 to 7,4 to 5,3 to <6,less than 1,21-40%,81-100%,4,4,5,3,4,4,4,4,4,4,4,1,F,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,BLANK,BLANK,,Cantonese,DSE 4 or below,1,SSF,3.39,A-,3.39,0.00,Yes,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
375,1617T1,UNFN,11,11,4,5,1,5,5,0,5,5,0,4,4,0,5,5,0,5,5,0,5,5,0,6,5,-1,3,5,2,4,5,1,4,5,1,4,5,1,4,5,1,5,5,0,4,4,0,3,5,2,5,5,0,8 to 9,0 to 1,3 to <6,less than 1,61-80%,81-100%,3,3,4,3,4,4,4,4,4,4,4,2,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.69,A,3.69,0.00,Yes,2,0,0,BLANK,BLANK,BLANK,1,BLANK,1,BLANK
376,1617T1,UNFN,10,10,5,4,-1,5,5,0,5,4,-1,4,4,0,5,4,-1,5,5,0,5,4,-1,4,3,-1,4,4,0,4,4,0,3,3,0,4,3,-1,4,3,-1,5,4,-1,4,4,0,5,5,0,5,5,0,10 to 11,0 to 1,more than 15,1 to <2,81-100%,81-100%,4,4,4,4,4,5,3,4,4,4,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,SSF,3.19,A-,3.19,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
377,1617T1,UNFN,10,10,4,5,1,5,5,0,4,4,0,4,5,1,4,4,0,5,4,-1,5,5,0,5,4,-1,4,5,1,3,5,2,4,5,1,4,5,1,2,5,3,4,5,1,3,5,2,3,5,2,4,4,0,4 to 5,0 to 1,3 to <6,1 to <2,61-80%,81-100%,4,5,5,4,4,5,4,4,4,4,4,3,F,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,1,SCF,2.44,B-,2.44,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
378,1617T1,UNFN,12,12,3,3,0,4,3,-1,3,3,0,2,4,2,3,3,0,4,4,0,4,4,0,4,3,-1,3,4,1,3,4,1,5,3,-2,4,3,-1,4,4,0,5,4,-1,4,3,-1,3,4,1,5,4,-1,8 to 9,0 to 1,6 to <10,more than 5,21-40%,81-100%,3,3,3,4,3,4,4,4,3,4,3,3,M,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,,Others,Others,2,ENF,2.90,B-,3.11,3.21,No,1,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK
380,1617T1,UNFN,1,1,4,4,0,6,5,-1,4,4,0,4,4,0,3,3,0,3,3,0,4,3,-1,4,4,0,1,3,2,1,3,2,3,3,0,4,3,-1,4,4,0,5,4,-1,4,4,0,4,4,0,5,4,-1,8 to 9,8 to 9,more than 15,more than 5,41-60%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,1,MED,2.81,B,2.81,0.00,Yes,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
382,1617T1,UNFN,7,7,5,5,0,6,6,0,5,5,0,5,5,0,3,4,1,5,5,0,5,6,1,6,6,0,4,5,1,4,5,1,4,5,1,4,5,1,4,3,-1,5,4,-1,5,5,0,5,6,1,5,5,0,2 to 3,0 to 1,1 to <3,1 to <2,81-100%,81-100%,3,4,4,3,4,4,4,4,4,4,4,2,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.28,A-,3.28,0.00,Yes,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
384,1617T1,UNFN,13,13,5,5,0,5,6,1,6,5,-1,6,6,0,5,4,-1,6,5,-1,6,6,0,6,6,0,4,5,1,4,5,1,4,5,1,4,6,2,4,5,1,5,5,0,4,6,2,5,6,1,5,6,1,8 to 9,0 to 1,10 to <15,2 to <3,61-80%,81-100%,4,5,4,4,4,4,4,4,4,4,4,3,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,Others,2,BAF,3.33,B,3.35,3.36,No,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
386,1617T1,UNFN,13,13,5,6,1,4,6,2,4,5,1,6,5,-1,6,6,0,4,6,2,4,6,2,4,6,2,2,6,4,2,5,3,3,6,3,2,5,3,2,6,4,5,6,1,2,5,3,4,6,2,4,4,0,10 to 11,0 to 1,more than 15,2 to <3,61-80%,81-100%,5,5,5,3,5,4,5,5,5,5,5,3,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,1,MED,3.68,A,3.68,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
388,1617T1,UNFN,7,7,4,4,0,5,5,0,4,3,-1,5,3,-2,5,3,-2,5,3,-2,5,4,-1,5,4,-1,5,4,-1,5,4,-1,4,4,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,10 to 11,0 to 1,10 to <15,more than 5,81-100%,81-100%,4,3,4,4,3,3,3,3,4,4,4,3,F,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,,BLANK,DSE 5 or above,1,BAF,3.58,A-,3.58,0.00,Yes,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
390,1617T1,UNFN,11,11,5,4,-1,5,4,-1,5,4,-1,5,2,-3,3,3,0,4,4,0,4,4,0,4,4,0,3,3,0,4,4,0,4,5,1,4,5,1,5,4,-1,5,4,-1,4,4,0,4,4,0,4,4,0,8 to 9,2 to 3,1 to <3,2 to <3,61-80%,81-100%,4,2,4,2,4,4,4,4,4,4,4,2,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,SSF,3.23,A-,3.23,0.00,Yes,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
391,1617T1,UNFN,11,11,3,4,1,4,5,1,4,4,0,4,4,0,3,4,1,4,4,0,5,4,-1,4,4,0,3,5,2,4,5,1,4,4,0,4,4,0,3,4,1,4,4,0,4,4,0,4,4,0,4,5,1,10 to 11,0 to 1,6 to <10,4 to <5,81-100%,81-100%,4,5,4,4,4,4,4,4,4,4,4,2,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.54,A,3.54,0.00,Yes,3,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
392,1617T1,UNFN,12,7,5,6,1,5,6,1,5,6,1,5,6,1,5,6,1,5,4,-1,6,5,-1,4,4,0,5,6,1,5,6,1,4,6,2,5,6,1,5,6,1,5,6,1,5,6,1,6,6,0,5,6,1,10 to 11,0 to 1,1 to <3,3 to <4,81-100%,61-80%,4,4,4,2,4,2,4,4,4,4,4,2,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,SSF,3.44,A-,3.44,0.00,Yes,2,0,0,BLANK,BLANK,1,BLANK,1,BLANK,BLANK
394,1617T1,UNFN,1,1,4,5,1,5,5,0,5,5,0,5,4,-1,4,5,1,4,5,1,5,5,0,5,5,0,4,5,1,5,5,0,4,5,1,4,5,1,4,4,0,5,5,0,4,4,0,5,4,-1,4,5,1,8 to 9,0 to 1,6 to <10,2 to <3,81-100%,81-100%,4,4,4,3,4,3,4,4,4,4,4,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.03,B+,3.03,0.00,Yes,3,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
396,1617T1,UNFN,1,1,3,5,2,6,6,0,4,3,-1,5,4,-1,2,1,-1,2,1,-1,4,3,-1,5,5,0,2,2,0,2,2,0,2,5,3,1,6,5,2,5,3,4,6,2,3,4,1,6,6,0,4,1,-3,4 to 5,2 to 3,6 to <10,more than 5,21-40%,81-100%,2,5,5,3,5,2,4,5,5,5,5,1,M,BLANK,1,1,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,SSF,3.24,A-,3.24,0.00,Yes,2,1,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
397,1617T1,UNFN,13,13,4,5,1,5,5,0,3,4,1,3,4,1,4,4,0,5,5,0,5,5,0,5,5,0,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,5,5,0,4,5,1,5,5,0,4,4,0,10 to 11,4 to 5,10 to <15,4 to <5,81-100%,81-100%,4,5,4,4,4,4,4,4,4,4,4,3,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,MED,3.39,B+,3.39,0.00,Yes,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
400,1617T1,UNFN,11,11,2,5,3,4,5,1,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,2,5,3,2,5,3,4,5,1,4,5,1,5,5,0,5,6,1,3,4,1,5,5,0,5,6,1,2 to 3,0 to 1,6 to <10,3 to <4,81-100%,41-60%,4,4,4,5,3,3,4,5,4,5,5,5,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,2.57,B-,2.57,0.00,Yes,2,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK
401,1617T1,UNFN,1,1,3,4,1,5,4,-1,5,4,-1,5,4,-1,3,4,1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,4,4,0,6,4,-2,4,4,0,8 to 9,8 to 9,3 to <6,1 to <2,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,ART,2.29,D+,2.29,0.00,Yes,0,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
402,1617T1,UNFN,1,2,3,4,1,5,5,0,4,5,1,4,4,0,2,3,1,3,3,0,4,5,1,4,5,1,2,3,1,2,3,1,2,4,2,2,4,2,3,4,1,4,5,1,4,4,0,5,5,0,3,4,1,4 to 5,4 to 5,1 to <3,1 to <2,61-80%,61-80%,4,3,4,3,4,4,4,4,4,4,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,3,ART,3.35,B-,1.44,1.04,No,0,2,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
403,1617T1,UNFN,1,1,6,5,-1,5,5,0,4,5,1,5,5,0,6,6,0,6,6,0,6,6,0,6,5,-1,4,5,1,5,5,0,5,5,0,4,5,1,4,3,-1,4,4,0,6,6,0,6,6,0,6,5,-1,8 to 9,0 to 1,6 to <10,2 to <3,1-20%,81-100%,3,3,5,2,5,4,4,4,4,4,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.37,A-,3.37,0.00,Yes,3,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
405,1617T1,UNFN,11,11,4,4,0,5,4,-1,4,4,0,4,3,-1,4,4,0,5,4,-1,5,5,0,5,5,0,3,4,1,3,4,1,4,4,0,4,3,-1,3,4,1,4,4,0,3,4,1,4,4,0,5,4,-1,2 to 3,6 to 7,6 to <10,1 to <2,21-40%,21-40%,4,4,4,3,3,3,4,4,4,4,4,3,M,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,BAF,3.18,B+,3.18,0.00,Yes,1,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
406,1617T1,UNFN,13,13,4,4,0,5,5,0,3,3,0,3,3,0,3,3,0,4,4,0,5,4,-1,5,4,-1,4,4,0,4,4,0,4,4,0,4,4,0,4,3,-1,5,4,-1,4,4,0,5,4,-1,5,4,-1,8 to 9,8 to 9,6 to <10,4 to <5,41-60%,81-100%,3,4,4,3,3,3,3,3,3,3,3,3,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,MED,3.10,B,3.10,0.00,Yes,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
407,1617T1,UNFN,11,11,4,4,0,5,5,0,3,4,1,2,4,2,3,4,1,5,5,0,5,5,0,5,5,0,4,5,1,5,5,0,4,5,1,3,5,2,3,5,2,5,5,0,3,5,2,5,5,0,5,4,-1,10 to 11,10 to 11,6 to <10,less than 1,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,SCF,3.49,A,3.49,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
409,1617T1,UNFN,10,10,4,4,0,5,5,0,4,4,0,3,4,1,3,4,1,3,5,2,4,4,0,3,5,2,3,4,1,2,4,2,4,5,1,3,4,1,3,4,1,4,5,1,4,4,0,4,5,1,4,5,1,8 to 9,2 to 3,3 to <6,2 to <3,61-80%,81-100%,4,4,5,4,4,4,4,4,4,4,4,3,F,BLANK,1,1,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.25,B+,3.25,0.00,Yes,2,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
410,1617T1,UNFN,11,11,4,4,0,4,5,1,3,4,1,3,4,1,3,5,2,3,4,1,4,4,0,4,4,0,3,4,1,3,4,1,4,4,0,3,4,1,4,5,1,4,4,0,3,4,1,4,5,1,4,5,1,2 to 3,0 to 1,3 to <6,1 to <2,81-100%,81-100%,3,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,1,BAF,3.28,A-,3.28,0.00,Yes,0,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
412,1617T1,UNFN,1,1,4,4,0,5,5,0,4,3,-1,3,3,0,3,3,0,4,5,1,5,6,1,5,6,1,3,4,1,4,5,1,3,4,1,4,5,1,4,4,0,5,6,1,5,5,0,5,5,0,5,6,1,10 to 11,10 to 11,6 to <10,2 to <3,21-40%,81-100%,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,,Cantonese,DSE 4 or below,1,MED,3.31,A,3.31,0.00,Yes,2,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
413,1617T1,UNFN,1,1,4,4,0,5,4,-1,4,3,-1,4,3,-1,3,4,1,3,4,1,5,5,0,5,5,0,3,5,2,3,4,1,4,4,0,4,5,1,4,5,1,4,5,1,5,4,-1,5,5,0,5,5,0,6 to 7,2 to 3,10 to <15,2 to <3,1-20%,81-100%,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,SCF,2.54,C,2.54,0.00,Yes,2,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
415,1617T1,UNFN,11,11,4,5,1,5,5,0,4,5,1,4,5,1,4,5,1,3,5,2,4,5,1,4,5,1,2,4,2,2,4,2,2,5,3,3,4,1,3,4,1,4,4,0,3,4,1,4,4,0,5,5,0,8 to 9,8 to 9,6 to <10,3 to <4,61-80%,81-100%,4,4,4,3,4,4,4,4,4,4,4,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.05,B+,3.05,0.00,Yes,3,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
416,1617T1,UNFN,11,11,5,4,-1,5,5,0,5,5,0,5,5,0,3,4,1,4,4,0,3,5,2,4,6,2,2,5,3,3,5,2,4,5,1,3,6,3,3,6,3,5,6,1,5,5,0,5,6,1,5,6,1,8 to 9,10 to 11,6 to <10,2 to <3,81-100%,81-100%,5,5,5,2,5,3,4,4,5,5,5,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,1,BAF,3.52,A,3.52,0.00,Yes,0,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
417,1617T1,UNFN,1,1,3,4,1,5,4,-1,5,4,-1,5,4,-1,4,4,0,4,4,0,4,2,-2,4,4,0,3,4,1,3,4,1,4,4,0,4,4,0,3,4,1,4,4,0,BLANK,4,#VALUE!,4,4,0,4,2,-2,6 to 7,8 to 9,more than 15,2 to <3,1-20%,81-100%,3,3,3,3,3,3,3,3,3,3,3,3,F,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,1,SCF,3.20,B,3.20,0.00,Yes,1,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
418,1617T1,UNFN,13,13,4,5,1,6,6,0,5,6,1,4,6,2,5,5,0,3,5,2,5,6,1,5,6,1,3,6,3,4,6,2,4,5,1,3,6,3,5,6,1,6,6,0,5,6,1,6,6,0,6,6,0,10 to 11,2 to 3,10 to <15,1 to <2,81-100%,81-100%,5,5,5,2,5,4,5,5,5,5,5,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,1,ART,3.25,A-,3.25,0.00,Yes,0,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
419,1617T1,UNFN,1,1,4,3,-1,4,4,0,4,3,-1,4,3,-1,4,2,-2,4,2,-2,4,2,-2,5,3,-2,4,3,-1,4,4,0,4,4,0,5,3,-2,5,4,-1,5,4,-1,5,4,-1,5,4,-1,5,4,-1,4 to 5,6 to 7,6 to <10,more than 5,81-100%,61-80%,3,3,4,3,3,3,2,3,3,4,4,4,F,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 5 or above,1,MED,2.70,B,2.70,0.00,Yes,1,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
421,1617T1,UNFN,10,10,4,5,1,5,5,0,5,4,-1,5,4,-1,4,4,0,5,5,0,5,5,0,5,5,0,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,4 to 5,8 to 9,6 to <10,1 to <2,81-100%,81-100%,3,3,4,3,4,3,4,4,4,4,4,3,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,SCF,3.44,B+,3.44,0.00,Yes,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
422,1617T1,UNFN,1,1,5,5,0,5,5,0,5,5,0,5,4,-1,4,4,0,4,4,0,4,4,0,5,5,0,3,4,1,4,5,1,4,4,0,4,4,0,5,5,0,6,5,-1,5,5,0,6,5,-1,6,5,-1,10 to 11,4 to 5,1 to <3,less than 1,41-60%,81-100%,3,4,4,3,4,4,4,4,4,4,4,4,F,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,,Cantonese,DSE 5 or above,1,SSF,3.22,B,3.22,0.00,Yes,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
423,1617T1,UNFN,1,1,3,5,2,4,6,2,3,4,1,4,4,0,2,3,1,3,4,1,3,3,0,4,5,1,3,5,2,2,5,3,4,5,1,3,4,1,6,4,-2,4,4,0,4,5,1,5,4,-1,6,6,0,10 to 11,10 to 11,6 to <10,2 to <3,81-100%,81-100%,5,5,5,4,5,4,4,4,4,4,4,4,M,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Others,DSE 4 or below,1,SCF,2.15,D+,2.15,0.00,Yes,1,0,0,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK
424,1617T1,UNFN,2,2,4,5,1,5,6,1,6,5,-1,5,4,-1,4,4,0,4,4,0,4,4,0,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,6,5,-1,5,5,0,5,5,0,6,5,-1,6 to 7,4 to 5,3 to <6,2 to <3,81-100%,81-100%,3,3,4,3,4,4,4,4,4,4,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,1,BAF,3.48,B+,3.48,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
425,1617T1,UNFN,13,13,5,5,0,4,5,1,4,5,1,4,6,2,4,5,1,5,5,0,5,6,1,5,5,0,4,5,1,3,4,1,3,4,1,3,5,2,3,5,2,4,5,1,4,5,1,4,6,2,4,5,1,8 to 9,4 to 5,6 to <10,3 to <4,21-40%,81-100%,4,4,4,5,4,4,4,4,4,5,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,BLANK,DSE 4 or below,1,SCF,2.97,B,2.97,0.00,Yes,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
426,1617T1,UNFN,1,1,3,5,2,5,5,0,5,4,-1,4,3,-1,4,5,1,4,4,0,6,4,-2,5,4,-1,3,4,1,2,5,3,2,5,3,4,5,1,4,4,0,5,5,0,5,5,0,5,5,0,4,5,1,6 to 7,0 to 1,6 to <10,4 to <5,61-80%,81-100%,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,F,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,1,MED,3.23,B+,3.23,0.00,Yes,2,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
428,1617T1,UNFN,1,1,4,4,0,5,4,-1,4,4,0,4,4,0,4,4,0,4,4,0,5,4,-1,5,4,-1,3,5,2,4,4,0,4,4,0,3,4,1,4,4,0,4,4,0,4,5,1,4,4,0,4,4,0,4 to 5,4 to 5,3 to <6,2 to <3,21-40%,21-40%,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,F,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,1,SCF,2.72,C+,2.72,0.00,Yes,1,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
